Property address,CS - NOI,CS - PV size (kW),Building type,Utility,Gross roof area (ft²),Owner name
"500 Meadowlands Pkwy, Secaucus, NJ 07094","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"555,397",500 MEADOWLAND PARKWAY L.L.C.
"100 Riverside Dr, Woodbridge Township, NJ 08832","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"468,853",Raritan Center Bussiness Park
"1000 New Holland Ave, Lancaster, PA 17601","$180,504","9,025","Industrial, Manufacturing",PPL Electric Utilities Corp,"752,100",Moses Schwartz
"2250 Roswell Dr, Pittsburgh, PA 15205","$98,276","6,142","Industrial, Manufacturing",Duquesne Light Co,"511,855",Hayden Maguire Realty
"600 Washington Ave, Carlstadt, NJ 07072","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"460,402",Blackstone
"217-297 Getty Ave, Paterson, NJ 07503","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"470,809",Alma Realty Corp.
"2865 Duke Pkwy, Aurora, IL 60502","$287,276","11,491","Industrial, Manufacturing",Commonwealth Edison Co,"957,588",Prologis
"1 Premium Outlets Blvd, Tinton Falls, NJ 07753","$206,241","4,297","Retail, Strip Mall",Jersey Central Power & Lt Co,"572,890","Simon Property Group Administrative Services Partnership, L.P."
"3775 Park Ave, Edison, NJ 08820","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"451,689",ATLANTIC REALTY LLC
"200 Commerce Ave, Greencastle, PA 17225",—,—,"Industrial, Warehouse",West Penn Power Co,"1,133,601","Adusa Distribution, LLC"
"152 Bridge St, Lakeville, MA 02347","$404,415","5,185","Industrial, Manufacturing",Eversource Energy (Formerly NSTAR Electric Company),"432,067",Ocean Spray Cooperative
"425 Blair Rd, Woodbridge Township, NJ 07001","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"449,042",Mack Arizona
"7629 Gambrills Cove Rd, Pasadena, MD 21226","$511,709","7,525","Industrial, Warehouse",Baltimore Gas & Electric Co,"627,095",Blackstone
"7300 S Kedzie Ave, Chicago, IL 60629","$275,938","11,038","Industrial, Manufacturing",Commonwealth Edison Co,"919,793",Mondelez International
"400 Richards Run, Burlington, NJ 08016","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"504,645","Whitesell Construction, Inc."
"450 N Laurel St, Bridgeton, NJ 08302","$475,000","5,000","Industrial, Manufacturing",Atlantic City Electric Co,"574,888",Bridgeton Mazal LLC
"1800 Washington Blvd, Baltimore, MD 21230","$155,891","2,293",Office,Baltimore Gas & Electric Co,"305,668","Washington-Monroe, LLC"
"4622 Mercedes Dr, Belcamp, MD 21017","$252,448","3,712","Industrial, Manufacturing",Baltimore Gas & Electric Co,"309,372",Lba Realty LLC
"283 Prospect Plains Rd, East Windsor, NJ 08512","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"459,444",Blackstone
"100 S Commons, Pittsburgh, PA 15212","$61,408","3,838",Office,Duquesne Light Co,"511,732",Aca Concourse East Unit 3 LLC
"804 Bethlehem Pike, North Wales, PA 19454","$90,435","5,652",Office,PECO Energy Co,"753,622",Central Mall
"900 Lower Ferry Rd, Ewing Township, NJ 08628","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"453,736",Homasote Company
"23769 Mathew Rd, Sterling, IL 61081","$267,022","10,681","Industrial, Manufacturing",Commonwealth Edison Co,"890,072",WAL-MART SUPERCENTER
"690 W Dekalb Pike, King of Prussia, PA 19406","$118,331","7,396","Retail, Strip Mall",PECO Energy Co,"986,089","Simon Property Group Administrative Services Partnership, L.P."
"6304 Sheriff Rd, Hyattsville, MD 20785","$426,099","6,266","Industrial, Warehouse",Baltimore Gas & Electric Co,"522,180",Tiaa
"340 Middlesex Center Blvd, Monroe Township, NJ 08831","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"1,358,213",IDI Gazeley
"301 Middlesex Center Blvd, Monroe Township, NJ 08831","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"443,795",IDI Logistics
"140 Laurel St, East Bridgewater, MA 02333","$559,435","5,594","Industrial, Manufacturing",National Grid - Massachusetts,"466,196",140 Laurel Street Owner LLC
"870 W Taylor Rd, Romeoville, IL 60446","$267,727","10,709","Industrial, Manufacturing",Commonwealth Edison Co,"892,423",Richard Reese
"80 Micro Dr, Jonestown, PA 17038","$178,256","10,486","Industrial, Manufacturing",Metropolitan Edison Co,"873,803",Prologis
"1700 Ridgely St, Baltimore, MD 21230","$244,705","3,599","Industrial, Manufacturing",Baltimore Gas & Electric Co,"299,883",Clean Harbors
"1000 Stony Battery Rd, Lancaster, PA 17601","$171,932","8,597","Industrial, Manufacturing",PPL Electric Utilities Corp,"716,383",Joseph Saadia
"9000 River Rd, Pennsauken, NJ 08110","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"491,059",Vv9000 Member LLC
"45 Industrial Dr, Northampton, MA 01060","$571,680","5,717","Industrial, Manufacturing",National Grid - Massachusetts,"476,400",Coca Cola Co
"11050 York Rd, Cockeysville, MD 21030","$243,946","3,587","Industrial, Manufacturing",Baltimore Gas & Electric Co,"298,954",State of Maryland
"4623 O'Donnell St, Baltimore, MD 21224","$242,283","3,563","Industrial, Manufacturing",Baltimore Gas & Electric Co,"296,916",Newkirk LLC
"200 Liberty Way, Cranbury, NJ 08512","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"439,828",Plainsboro Township
"7573 Greenbelt Rd, Greenbelt, MD 20770","$124,985","1,953","Retail, Strip Mall",Potomac Electric Power Co,"260,385",Greenway Plaza LLC
"1775 Washington St, Hanover, MA 02339","$366,480","3,665","Retail, Strip Mall",National Grid - Massachusetts,"488,639","Almanac Realty Investors, LLC"
"300 Lycoming Mall Cir, Muncy, PA 17756","$135,675","6,784","Retail, Strip Mall",PPL Electric Utilities Corp,"904,503","Famvest Xxii - 209 Slmr, LLC"
"707 Neshaminy Mall, Bensalem Township, PA 19020","$107,036","6,690","Retail, Strip Mall",PECO Energy Co,"891,966",Brookfield Asset Management LLC
"1300 4h Park Rd, Pontiac, IL 61764","$257,985","10,319","Industrial, Manufacturing",Commonwealth Edison Co,"859,949",
"50 Hanover Rd, Florham Park, NJ 07932","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"463,814","PARC FLORHAM PARK, LLC"
"2700 W Haven Ave, Joliet, IL 60433","$259,930","10,397","Industrial, Manufacturing",Commonwealth Edison Co,"866,435",Park 2700 West Haven Avenue Owner LLC
"800 Nestle Ct, DeKalb, IL 60115","$258,606","10,344","Industrial, Manufacturing",Commonwealth Edison Co,"862,019","Clarion Partners, LLC"
"2401 W Belvedere Ave, Baltimore, MD 21215","$147,550","2,170",Hospital,Baltimore Gas & Electric Co,"289,313",
"1001 Schuylkill Rd, Birdsboro, PA 19508","$167,070","9,828","Industrial, Manufacturing",Metropolitan Edison Co,"818,971",
"1057 Hanover St, WLKS BARR Township, PA 18706","$118,821","5,941",Office,PPL Electric Utilities Corp,"792,142","1094 Hanover Street, LLC"
"2 Marshfield Ct, Middle River, MD 21220","$239,671","3,525","Industrial, Manufacturing",Baltimore Gas & Electric Co,"293,714",JP Morgan Asset Management
"398 Antrim Commons Dr, Greencastle, PA 17225",—,—,"Industrial, Warehouse",West Penn Power Co,"1,109,718",Nathaniel Hagedorn
"340 Ballardvale St, Andover, MA 01810","$545,390","5,454","Industrial, Manufacturing",National Grid - Massachusetts,"454,492",Kensey Nash
"2801 US-130, North Brunswick Township, NJ 08902","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"422,898",Lester M Entin Associates
"2000 Robinson Centre Dr, Pittsburgh, PA 15205","$65,347","4,084","Retail, Strip Mall",Duquesne Light Co,"544,554",
"6521 W Monee Manhattan Rd, Monee, IL 60449","$258,071","10,323","Industrial, Manufacturing",Commonwealth Edison Co,"860,237",Affinius Capital LLC
"7575 S Kostner Ave, Chicago, IL 60652","$250,281","10,011","Industrial, Manufacturing",Commonwealth Edison Co,"834,269",Dart Atlas Holdings LLC
"2955 E Market St, East York, PA 17402","$155,416","9,142","Industrial, Manufacturing",Metropolitan Edison Co,"761,841","Stag Industrial, Inc."
"1200 Fuller Rd, Linden, NJ 07036","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"416,821",Alston Park Associates LLC
"10401 Martin Luther King Jr Hwy, Bowie, MD 20720","$165,969","2,441","Retail, Standalone",Baltimore Gas & Electric Co,"325,429",Target
"200 Industrial Dr, Jersey City, NJ 07305","$490,000","5,000","Industrial, Manufacturing",Public Service Elec & Gas Co,"424,999",Db USA Corporation
"25 S Middlesex Ave, Monroe Township, NJ 08831","$239,679","4,993","Industrial, Manufacturing",Jersey Central Power & Lt Co,"416,109",Prologis
"1 True Temper Dr, Carlisle, PA 17015","$296,778","14,839","Industrial, Warehouse",PPL Electric Utilities Corp,"1,236,575","Clarion Partners, LLC"
"12055 Rockville Pike, North Bethesda, MD 20852","$117,305","1,833","Retail, Strip Mall",Potomac Electric Power Co,"244,386","Fr Montrose Crossing Borrower, LLC"
"1700 N Edgelawn Dr, Aurora, IL 60506","$256,602","10,264","Industrial, Manufacturing",Commonwealth Edison Co,"855,340",Blackstone
"6711 Ritchie Hwy, Glen Burnie, MD 21061","$163,918","2,411","Retail, Strip Mall",Baltimore Gas & Electric Co,"321,408",Federal Realty Investment Trust
"4801 Hollins Ferry Rd, Halethorpe, MD 21227","$228,850","3,365","Industrial, Manufacturing",Baltimore Gas & Electric Co,"280,453","4801 Hollins Ferry Road, LLC"
"803 Mid Point Rd, Minooka, IL 60447","$257,629","10,305","Industrial, Manufacturing",Commonwealth Edison Co,"858,762",Macy's
"2001 N 59th St, Philadelphia, PA 19151","$135,241","8,453","Industrial, Manufacturing",PECO Energy Co,"704,378","W & W Realty, LLC"
"689 Belleville Ave, New Bedford, MA 02745","$373,733","4,791","Industrial, Manufacturing",Eversource Energy (Formerly NSTAR Electric Company),"399,287",
"112 Eisenhower Pkwy, Livingston, NJ 07039","$192,375","4,008","Retail, Strip Mall",Jersey Central Power & Lt Co,"534,374","Simon Property Group Administrative Services Partnership, L.P."
"1650 Union Ave, Baltimore, MD 21211","$140,860","2,071",Office,Baltimore Gas & Electric Co,"276,197",Idac Tailgate LLC
"1100 Virginia Dr, Fort Washington, PA 19034","$80,197","5,012",Office,PECO Energy Co,"668,307","Three G'S Unique Catering, LLC"
"280 Daniels Way, Burlington, NJ 08016","$474,273","4,840","Industrial, Manufacturing",Public Service Elec & Gas Co,"403,293","Whitesell Construction, Inc."
"300 Prospect Plains Rd, Cranbury, NJ 08512","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"419,536","286 Prospect Plains Road, LLC"
"1800 Loucks Rd, York, PA 17408","$109,271","6,428","Retail, Strip Mall",Metropolitan Edison Co,"857,029",Maurice Zekaria
"2975 Duss Ave, Ambridge, PA 15003","$87,237","5,452","Industrial, Manufacturing",Duquesne Light Co,"454,359","O'Neal Industries, Inc."
"200 Richards Run, Burlington, NJ 08016","$484,350","4,942","Industrial, Manufacturing",Public Service Elec & Gas Co,"411,862","Whitesell Construction, Inc."
"155 Raritan Center Pkwy, Edison, NJ 08837","$486,703","4,966","Industrial, Manufacturing",Public Service Elec & Gas Co,"413,863",Raritan Center Bussiness Park
"7458 Candlewood Rd, Hanover, MD 21076","$226,974","3,338","Industrial, Manufacturing",Baltimore Gas & Electric Co,"278,155",Blackstone
"401 NJ-10, Roxbury Township, NJ 07852","$187,152","3,899","Retail, Strip Mall",Jersey Central Power & Lt Co,"519,867","Debartolo Development, LLC"
"18 Applegate Dr, Robbinsville Township, NJ 08691","$233,310","4,861","Industrial, Manufacturing",Jersey Central Power & Lt Co,"405,052",Morgan Stanley
"115 Interstate Blvd, Monroe Township, NJ 08831","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"525,236",Prologis
"31 Tradepoint Ave, Baltimore, MD 21219","$135,393","1,991","Industrial, Warehouse",Baltimore Gas & Electric Co,"165,923","Tpa Properties 16, LLC"
"1000 US-202, Raritan, NJ 08869","$412,368","4,208","Industrial, Manufacturing",Public Service Elec & Gas Co,"350,653",Ortho
"1 Woodlawn Rd, Aliquippa, PA 15001","$84,084","5,255","Industrial, Manufacturing",Duquesne Light Co,"437,940",USG
"1500 Woodley Rd, Aberdeen, MD 21001","$997,349","14,667","Industrial, Warehouse",Baltimore Gas & Electric Co,"1,222,242",Prudential Private Capital
"5840 Baltimore National Pike, Catonsville, MD 21228","$158,153","2,326","Retail, Strip Mall",Baltimore Gas & Electric Co,"310,104","WESTVIEW CENTER ASSOCIATES, L.C."
"400 N Woodbury Rd, Pitman, NJ 08071","$475,000","5,000","Industrial, Manufacturing",Atlantic City Electric Co,"503,842",400 N. WOODBURY RD. LLC
"4000 Principio Pkwy, North East, MD 21901","$793,503","14,427","Industrial, Warehouse",Delmarva Power,"1,202,278",Industrial Logistics Properties Trust
"9 B St, Needham, MA 02494","$372,237","4,772","Industrial, Manufacturing",Eversource Energy (Formerly NSTAR Electric Company),"397,689",Coca-Cola
"336 E Penn Ave, Wernersville, PA 19565","$116,871","5,844","Retail, Strip Mall",PPL Electric Utilities Corp,"779,140","Cretan Hound, LLC"
"329 Herrod Blvd, South Brunswick Township, NJ 08810","$477,889","4,876","Industrial, Manufacturing",Public Service Elec & Gas Co,"406,368",Prologis
"113 Interstate Blvd, East Brunswick, NJ 08816","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"417,988",Prologis
"744 W Main St, Barnstable, MA 02601","$215,798","2,767",Office,Eversource Energy (Formerly NSTAR Electric Company),"368,886",The Town of Barnstable
"4057 ROUTE 219, BROCKPORT, PA 15823",—,—,"Industrial, Manufacturing",West Penn Power Co,"723,943",
"16 S Industrial Park Rd, Milton, PA 17847","$170,014","8,501","Industrial, Manufacturing",PPL Electric Utilities Corp,"708,391",Weis Markets
"8580 Old Dorsey Run Rd, Jessup, MD 20794","$408,977","6,014","Industrial, Warehouse",Baltimore Gas & Electric Co,"501,197",Guilford Dorsey LLC
"29700 S Graaskamp Blvd, Wilmington, IL 60481","$326,153","13,046","Industrial, Manufacturing",Commonwealth Edison Co,"1,087,176","ADAR RIDGEPORT INDUSTRIAL PARTNERS, LLC"
"1250 Forest Pkwy, Paulsboro, NJ 08066","$475,000","5,000","Industrial, Manufacturing",Atlantic City Electric Co,"505,850",New York Life
"1200 Harrison Ave, Kearny, NJ 07032","$478,170","4,879","Industrial, Manufacturing",Public Service Elec & Gas Co,"406,607",Sidney Brown
"7100 Old Landover Rd, Hyattsville, MD 20785","$219,194","3,223","Industrial, Manufacturing",Baltimore Gas & Electric Co,"268,620",Goldman Sachs
"4403 Black Horse Pike, Hamilton, NJ 08330","$395,230","4,160","Retail, Strip Mall",Atlantic City Electric Co,"554,708",Namdar Realty Group LLC
"504 Advantage Ave, Aberdeen, MD 21001","$444,237","6,533","Industrial, Warehouse",Baltimore Gas & Electric Co,"544,408",Katz Properties LLC
"350 Lowell St, Andover, MA 01810","$497,862","4,979","Industrial, Manufacturing",National Grid - Massachusetts,"414,885",Raytheon
"130 Interstate Blvd, East Brunswick, NJ 08816","$235,758","4,912","Industrial, Manufacturing",Jersey Central Power & Lt Co,"409,302",TERRENO
"1125 Remington Blvd, Romeoville, IL 60446","$243,466","9,739","Industrial, Manufacturing",Commonwealth Edison Co,"811,553",Brookfield Asset Management LLC
"999 S Washington St, North Attleborough, MA 02760","$336,863","3,369","Retail, Strip Mall",National Grid - Massachusetts,"449,150","Simon Property Group Administrative Services Partnership, L.P."
"7603 Energy Pkwy, Pasadena, MD 21226","$217,328","3,196","Industrial, Manufacturing",Baltimore Gas & Electric Co,"266,333",Glp US Management LLC
"73 Station Rd, Cranbury, NJ 08512","$229,075","4,772","Industrial, Manufacturing",Jersey Central Power & Lt Co,"397,699",
"8275 N Crescent Blvd, Pennsauken, NJ 08110","$462,320","4,718","Industrial, Manufacturing",Public Service Elec & Gas Co,"393,129","Beverage Distribution Center, Inc."
"594 N Industrial Park Rd, Milton, PA 17847","$171,187","8,559","Industrial, Manufacturing",PPL Electric Utilities Corp,"713,278","Vereit, Inc."
"2520 US-130, East Windsor, NJ 08512","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"493,604","TIGERLILY REALTY, LLC"
"101 Clearview Cir, Butler, PA 16001",—,—,"Retail, Strip Mall",West Penn Power Co,"755,934",Kohan Retail Investment Group
"9300 Ashton Rd, Philadelphia, PA 19114","$124,854","7,803","Industrial, Manufacturing",PECO Energy Co,"650,281","Frankford Foods, Inc."
"700 Union Blvd, Totowa, NJ 07512","$470,031","4,796","Industrial, Manufacturing",Public Service Elec & Gas Co,"399,686",Aew Real Estate Advisors
"201 Fulling Mill Rd, Middletown, PA 17057","$157,141","7,857","Industrial, Manufacturing",PPL Electric Utilities Corp,"654,755",Blackstone
"799 US-206, Hillsborough Township, NJ 08844","$228,567","4,762","Industrial, Manufacturing",Jersey Central Power & Lt Co,"396,817",Reckitt Benckiser LLC
"1100 King Georges Post Rd, Edison, NJ 08837","$462,511","4,720","Industrial, Manufacturing",Public Service Elec & Gas Co,"393,292",Raritan Center Bussiness Park
"285 Ridge Rd, South Brunswick Township, NJ 08810","$448,229","4,574","Industrial, Manufacturing",Public Service Elec & Gas Co,"381,147",I Heller Construction Co
"4220 Boston St, Baltimore, MD 21224","$407,529","5,993","Industrial, Warehouse",Baltimore Gas & Electric Co,"499,423","Timme Boys Realty Co., LLP"
"1881 US-46, Roxbury Township, NJ 07852","$236,390","4,925","Industrial, Manufacturing",Jersey Central Power & Lt Co,"410,399",1881 NJ LLC
"385 Southbridge St, Auburn, MA 01501","$341,624","3,416","Retail, Strip Mall",National Grid - Massachusetts,"455,499",Liberty Tree Mall
"24 Engelhard Dr, Monroe Township, NJ 08831","$240,000","5,000","Industrial, Manufacturing",Jersey Central Power & Lt Co,"530,252","Ejc Edgewater, LLC"
"105 Willow Springs Ln, Hallam, PA 17406","$149,914","7,496","Industrial, Manufacturing",PPL Electric Utilities Corp,"624,641",Blackstone
"2750 Morris Rd, Lansdale, PA 19446","$115,134","7,196","Industrial, Manufacturing",PECO Energy Co,"599,658",Vv2572 LLC
"1212 Winterson Rd, Linthicum Heights, MD 21090","$208,757","3,070","Industrial, Manufacturing",Baltimore Gas & Electric Co,"255,830",Northrop Grumman
"5 True Temper Dr, Carlisle, PA 17015","$154,044","7,702","Industrial, Manufacturing",PPL Electric Utilities Corp,"641,851",Blackstone
"1 Susquehanna Valley Mall Dr, Selinsgrove, PA 17870","$116,489","5,824","Retail, Strip Mall",PPL Electric Utilities Corp,"776,592","Susquehanna Valley Investments, LLC"
